"Fertility, by age, by state",,,,
Measure: Births,,,,
Frequency: Annual,,,,
Unit of measure: Number,,,,
,,,,
Time Period,Time Period,2017,2018,2019
Age: 42,,,,
Australia,,2174,2160,2043
·  New South Wales,,711,772,700
·  Victoria,,664,617,583
·  Queensland,,380,360,350
·  South Australia,,109,112,126
·  Western Australia,,208,209,207
·  Tasmania,,40,23,25
·  Northern Territory,,17,23,22
·  Australian Capital Territory,,44,44,30
Age: 43,,,,
Australia,,1262,1345,1306
·  New South Wales,,451,477,422
·  Victoria,,362,402,369
·  Queensland,,195,217,237
·  South Australia,,78,61,87
·  Western Australia,,123,128,137
·  Tasmania,,22,17,9
·  Northern Territory,,11,11,15
·  Australian Capital Territory,,20,32,30
Age: 44,,,,
Australia,,768,771,722
·  New South Wales,,255,284,258
·  Victoria,,241,230,195
·  Queensland,,131,123,127
·  South Australia,,31,35,46
·  Western Australia,,77,65,58
·  Tasmania,,14,10,12
·  Northern Territory,,5,6,10
·  Australian Capital Territory,,14,18,16
Age: 45-49,,,,
Australia,,1022,1118,1080
·  New South Wales,,334,409,374
·  Victoria,,329,312,363
·  Queensland,,158,196,152
·  South Australia,,61,64,63
·  Western Australia,,94,95,94
·  Tasmania,,12,5,14
·  Northern Territory,,9,11,8
·  Australian Capital Territory,,25,26,12
Age: 45,,,,
Australia,,404,454,417
·  New South Wales,,147,158,145
·  Victoria,,115,117,128
·  Queensland,,65,90,68
·  South Australia,,26,26,20
·  Western Australia,,33,41,42
·  Tasmania,,5,1,5
·  Northern Territory,,5,1,5
·  Australian Capital Territory,,8,16,3
Age: 46,,,,
Australia,,233,269,247
·  New South Wales,,67,102,86
·  Victoria,,80,80,85
·  Queensland,,38,42,26
·  South Australia,,14,14,18
·  Western Australia,,22,23,26
·  Tasmania,,1,1,1
·  Northern Territory,,4,3,2
·  Australian Capital Territory,,9,5,1
Age: 47,,,,
Australia,,132,136,160
·  New South Wales,,45,42,49
·  Victoria,,36,49,62
·  Queensland,,23,24,21
·  South Australia,,5,8,10
·  Western Australia,,17,11,13
·  Tasmania,,2,2,3
·  Northern Territory,,1,0,3
·  Australian Capital Territory,,3,4,2
Age: 48,,,,
Australia,,81,85,95
·  New South Wales,,22,38,32
·  Victoria,,32,18,30
·  Queensland,,13,14,15
·  South Australia,,6,5,7
·  Western Australia,,5,9,8
·  Tasmania,,4,2,1
·  Northern Territory,,0,0,0
·  Australian Capital Territory,,1,0,0
Age: 49,,,,
Australia,,172,174,161
·  New South Wales,,53,69,62
·  Victoria,,66,48,58
·  Queensland,,19,26,22
·  South Australia,,10,11,8
·  Western Australia,,17,11,5
·  Tasmania,,2,0,4
·  Northern Territory,,2,5,2
·  Australian Capital Territory,,2,4,2
