"Fertility, by age, by state",,,,
Measure: Births,,,,
Frequency: Annual,,,,
Unit of measure: Number,,,,
,,,,
Time Period,Time Period,2020,2021,2022
Australia,,2148,2219,2312
·  New South Wales,,738,737,796
·  Victoria,,610,622,652
·  Queensland,,369,394,399
·  South Australia,,122,119,142
·  Western Australia,,219,254,241
·  Tasmania,,28,31,19
·  Northern Territory,,21,18,12
·  Australian Capital Territory,,40,43,51
Age: 43,,,,
Australia,,1220,1202,1253
·  New South Wales,,422,449,468
·  Victoria,,348,307,321
·  Queensland,,203,216,218
·  South Australia,,72,67,77
·  Western Australia,,118,109,104
·  Tasmania,,18,21,20
·  Northern Territory,,8,10,17
·  Australian Capital Territory,,31,23,28
Age: 44,,,,
Australia,,699,656,740
·  New South Wales,,249,247,249
·  Victoria,,189,168,206
·  Queensland,,112,115,145
·  South Australia,,45,38,36
·  Western Australia,,65,62,64
·  Tasmania,,14,9,14
·  Northern Territory,,12,6,7
·  Australian Capital Territory,,13,11,19
Age: 45-49,,,,
Australia,,1008,682,881
·  New South Wales,,347,228,318
·  Victoria,,291,195,257
·  Queensland,,158,124,140
·  South Australia,,74,63,57
·  Western Australia,,90,52,70
·  Tasmania,,15,7,17
·  Northern Territory,,9,3,9
·  Australian Capital Territory,,24,11,13
Age: 45,,,,
Australia,,408,322,378
·  New South Wales,,139,111,125
·  Victoria,,118,96,111
·  Queensland,,65,56,75
·  South Australia,,35,27,21
·  Western Australia,,33,27,30
·  Tasmania,,6,3,7
·  Northern Territory,,5,0,2
·  Australian Capital Territory,,7,3,6
Age: 46,,,,
Australia,,226,160,184
·  New South Wales,,75,50,65
·  Victoria,,71,37,53
·  Queensland,,32,37,26
·  South Australia,,16,14,14
·  Western Australia,,23,12,20
·  Tasmania,,1,1,1
·  Northern Territory,,0,4,1
·  Australian Capital Territory,,6,5,1
Age: 47,,,,
Australia,,146,77,126
·  New South Wales,,52,19,50
·  Victoria,,37,26,37
·  Queensland,,25,13,14
·  South Australia,,6,9,15
·  Western Australia,,16,6,3
·  Tasmania,,2,0,4
·  Northern Territory,,1,0,3
·  Australian Capital Territory,,1,1,3
Age: 48,,,,
Australia,,78,41,89
·  New South Wales,,22,20,38
·  Victoria,,22,9,23
·  Queensland,,17,7,8
·  South Australia,,8,2,1
·  Western Australia,,7,3,9
·  Tasmania,,0,0,5
·  Northern Territory,,0,0,1
·  Australian Capital Territory,,2,0,4
Age: 49,,,,
Australia,,150,82,104
·  New South Wales,,59,28,40
·  Victoria,,43,27,33
·  Queensland,,19,11,17
·  South Australia,,9,9,2
·  Western Australia,,11,6,7
·  Tasmania,,1,2,2
·  Northern Territory,,0,0,0
·  Australian Capital Territory,,6,0,4
